"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Most Sunshine Hours in a Day","1990M04","Shannon airport","Number","13"
"Most Sunshine Hours in a Day","1990M05","Shannon airport","Number","14.5"
"Most Sunshine Hours in a Day","1990M06","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","1990M07","Shannon airport","Number","14.6"
"Most Sunshine Hours in a Day","1990M08","Shannon airport","Number","10.8"
"Most Sunshine Hours in a Day","1990M09","Shannon airport","Number","10.6"
"Most Sunshine Hours in a Day","1990M10","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","1990M11","Shannon airport","Number","8.3"
"Most Sunshine Hours in a Day","1990M12","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","1991M01","Shannon airport","Number","8"
"Most Sunshine Hours in a Day","1991M02","Shannon airport","Number","7.9"
"Most Sunshine Hours in a Day","1991M03","Shannon airport","Number","10.4"
"Most Sunshine Hours in a Day","1991M04","Shannon airport","Number","13.1"
"Most Sunshine Hours in a Day","1991M05","Shannon airport","Number","15.1"
"Most Sunshine Hours in a Day","1991M06","Shannon airport","Number","14.9"
"Most Sunshine Hours in a Day","1991M07","Shannon airport","Number","10.8"
"Most Sunshine Hours in a Day","1991M08","Shannon airport","Number","11.1"
"Most Sunshine Hours in a Day","1991M09","Shannon airport","Number","10.2"
"Most Sunshine Hours in a Day","1991M10","Shannon airport","Number","9"
"Most Sunshine Hours in a Day","1991M11","Shannon airport","Number","7.4"
"Most Sunshine Hours in a Day","1991M12","Shannon airport","Number","3.8"
"Most Sunshine Hours in a Day","1992M01","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","1992M02","Shannon airport","Number","8"
"Most Sunshine Hours in a Day","1992M03","Shannon airport","Number","5.2"
"Most Sunshine Hours in a Day","1992M04","Shannon airport","Number","10.6"
"Most Sunshine Hours in a Day","1992M05","Shannon airport","Number","14"
"Most Sunshine Hours in a Day","1992M06","Shannon airport","Number","14.1"
"Most Sunshine Hours in a Day","1992M07","Shannon airport","Number","13.6"
"Most Sunshine Hours in a Day","1992M08","Shannon airport","Number","11.3"
"Most Sunshine Hours in a Day","1992M09","Shannon airport","Number","9.4"
"Most Sunshine Hours in a Day","1992M10","Shannon airport","Number","8.9"
"Most Sunshine Hours in a Day","1992M11","Shannon airport","Number","6"
"Most Sunshine Hours in a Day","1992M12","Shannon airport","Number","4.8"
"Most Sunshine Hours in a Day","1993M01","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","1993M02","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","1993M03","Shannon airport","Number","9.2"
"Most Sunshine Hours in a Day","1993M04","Shannon airport","Number","12.3"
"Most Sunshine Hours in a Day","1993M05","Shannon airport","Number","13.3"
"Most Sunshine Hours in a Day","1993M06","Shannon airport","Number","11.5"
"Most Sunshine Hours in a Day","1993M07","Shannon airport","Number","10.8"
"Most Sunshine Hours in a Day","1993M08","Shannon airport","Number","12.8"
"Most Sunshine Hours in a Day","1993M09","Shannon airport","Number","10"
"Most Sunshine Hours in a Day","1993M10","Shannon airport","Number","9.6"
"Most Sunshine Hours in a Day","1993M11","Shannon airport","Number","8.2"
"Most Sunshine Hours in a Day","1993M12","Shannon airport","Number","3.5"
"Most Sunshine Hours in a Day","1994M01","Shannon airport","Number","6"
"Most Sunshine Hours in a Day","1994M02","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","1994M03","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","1994M04","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","1994M05","Shannon airport","Number","14.4"
"Most Sunshine Hours in a Day","1994M06","Shannon airport","Number","13"
"Most Sunshine Hours in a Day","1994M07","Shannon airport","Number","12.4"
"Most Sunshine Hours in a Day","1994M08","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","1994M09","Shannon airport","Number","9.4"
"Most Sunshine Hours in a Day","1994M10","Shannon airport","Number","8.6"
"Most Sunshine Hours in a Day","1994M11","Shannon airport","Number","5.2"
"Most Sunshine Hours in a Day","1994M12","Shannon airport","Number","6.4"
"Most Sunshine Hours in a Day","1995M01","Shannon airport","Number","5.6"
"Most Sunshine Hours in a Day","1995M02","Shannon airport","Number","8.4"
"Most Sunshine Hours in a Day","1995M03","Shannon airport","Number","9.8"
"Most Sunshine Hours in a Day","1995M04","Shannon airport","Number","12.2"
"Most Sunshine Hours in a Day","1995M05","Shannon airport","Number","12.1"
"Most Sunshine Hours in a Day","1995M06","Shannon airport","Number","15.7"
"Most Sunshine Hours in a Day","1995M07","Shannon airport","Number","8.6"
"Most Sunshine Hours in a Day","1995M08","Shannon airport","Number","14.4"
"Most Sunshine Hours in a Day","1995M09","Shannon airport","Number","11.1"
"Most Sunshine Hours in a Day","1995M10","Shannon airport","Number","7.9"
"Most Sunshine Hours in a Day","1995M11","Shannon airport","Number","8"
"Most Sunshine Hours in a Day","1995M12","Shannon airport","Number","6.2"
"Most Sunshine Hours in a Day","1996M01","Shannon airport","Number","6.3"
"Most Sunshine Hours in a Day","1996M02","Shannon airport","Number","9.6"
"Most Sunshine Hours in a Day","1996M03","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","1996M04","Shannon airport","Number","11.4"
"Most Sunshine Hours in a Day","1996M05","Shannon airport","Number","13.6"
"Most Sunshine Hours in a Day","1996M06","Shannon airport","Number","15"
"Most Sunshine Hours in a Day","1996M07","Shannon airport","Number","14.4"
"Most Sunshine Hours in a Day","1996M08","Shannon airport","Number","12.6"
"Most Sunshine Hours in a Day","1996M09","Shannon airport","Number","11.2"
"Most Sunshine Hours in a Day","1996M10","Shannon airport","Number","6.5"
"Most Sunshine Hours in a Day","1996M11","Shannon airport","Number","7.8"
"Most Sunshine Hours in a Day","1996M12","Shannon airport","Number","6.4"
"Most Sunshine Hours in a Day","1997M01","Shannon airport","Number","8.1"
"Most Sunshine Hours in a Day","1997M02","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","1997M03","Shannon airport","Number","9.5"
"Most Sunshine Hours in a Day","1997M04","Shannon airport","Number","13.2"
"Most Sunshine Hours in a Day","1997M05","Shannon airport","Number","15"
"Most Sunshine Hours in a Day","1997M06","Shannon airport","Number","15.4"
"Most Sunshine Hours in a Day","1997M07","Shannon airport","Number","14.9"
"Most Sunshine Hours in a Day","1997M08","Shannon airport","Number","11.8"
"Most Sunshine Hours in a Day","1997M09","Shannon airport","Number","8.6"
"Most Sunshine Hours in a Day","1997M10","Shannon airport","Number","8.8"
"Most Sunshine Hours in a Day","1997M11","Shannon airport","Number","6.5"
"Most Sunshine Hours in a Day","1997M12","Shannon airport","Number","6"
"Most Sunshine Hours in a Day","1998M01","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","1998M02","Shannon airport","Number","7.4"
"Most Sunshine Hours in a Day","1998M03","Shannon airport","Number","8.1"
"Most Sunshine Hours in a Day","1998M04","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","1998M05","Shannon airport","Number","13.9"
"Most Sunshine Hours in a Day","1998M06","Shannon airport","Number","14.9"
"Most Sunshine Hours in a Day","1998M07","Shannon airport","Number","11.9"
"Most Sunshine Hours in a Day","1998M08","Shannon airport","Number","12.7"
"Most Sunshine Hours in a Day","1998M09","Shannon airport","Number","10.8"
"Most Sunshine Hours in a Day","1998M10","Shannon airport","Number","8.9"
"Most Sunshine Hours in a Day","1998M11","Shannon airport","Number","6.9"
"Most Sunshine Hours in a Day","1998M12","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","1999M01","Shannon airport","Number","5.8"
"Most Sunshine Hours in a Day","1999M02","Shannon airport","Number","7.7"
"Most Sunshine Hours in a Day","1999M03","Shannon airport","Number","9.9"
"Most Sunshine Hours in a Day","1999M04","Shannon airport","Number","13.2"
"Most Sunshine Hours in a Day","1999M05","Shannon airport","Number","14.2"
"Most Sunshine Hours in a Day","1999M06","Shannon airport","Number","12.2"
"Most Sunshine Hours in a Day","1999M07","Shannon airport","Number","14.4"
"Most Sunshine Hours in a Day","1999M08","Shannon airport","Number","12.2"
"Most Sunshine Hours in a Day","1999M09","Shannon airport","Number","8"
"Most Sunshine Hours in a Day","1999M10","Shannon airport","Number","9.7"
"Most Sunshine Hours in a Day","1999M11","Shannon airport","Number","6.3"
"Most Sunshine Hours in a Day","1999M12","Shannon airport","Number","6.1"
"Most Sunshine Hours in a Day","2000M01","Shannon airport","Number","7.4"
"Most Sunshine Hours in a Day","2000M02","Shannon airport","Number","8.3"
"Most Sunshine Hours in a Day","2000M03","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2000M04","Shannon airport","Number","12.7"
"Most Sunshine Hours in a Day","2000M05","Shannon airport","Number","13.1"
"Most Sunshine Hours in a Day","2000M06","Shannon airport","Number","14.6"
"Most Sunshine Hours in a Day","2000M07","Shannon airport","Number","14.4"
"Most Sunshine Hours in a Day","2000M08","Shannon airport","Number","13.1"
"Most Sunshine Hours in a Day","2000M09","Shannon airport","Number","9.8"
"Most Sunshine Hours in a Day","2000M10","Shannon airport","Number","8.2"
"Most Sunshine Hours in a Day","2000M11","Shannon airport","Number","6.6"
"Most Sunshine Hours in a Day","2000M12","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","2001M01","Shannon airport","Number","7.3"
"Most Sunshine Hours in a Day","2001M02","Shannon airport","Number","9.2"
"Most Sunshine Hours in a Day","2001M03","Shannon airport","Number","9.7"
"Most Sunshine Hours in a Day","2001M04","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","2001M05","Shannon airport","Number","14.5"
"Most Sunshine Hours in a Day","2001M06","Shannon airport","Number","12.8"
"Most Sunshine Hours in a Day","2001M07","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2001M08","Shannon airport","Number","13.1"
"Most Sunshine Hours in a Day","2001M09","Shannon airport","Number","11"
"Most Sunshine Hours in a Day","2001M10","Shannon airport","Number","8.3"
"Most Sunshine Hours in a Day","2001M11","Shannon airport","Number","8.1"
"Most Sunshine Hours in a Day","2001M12","Shannon airport","Number","7.1"
"Most Sunshine Hours in a Day","2002M01","Shannon airport","Number","6.2"
"Most Sunshine Hours in a Day","2002M02","Shannon airport","Number","7.7"
"Most Sunshine Hours in a Day","2002M03","Shannon airport","Number","9.7"
"Most Sunshine Hours in a Day","2002M04","Shannon airport","Number","12.1"
"Most Sunshine Hours in a Day","2002M05","Shannon airport","Number","13.8"
"Most Sunshine Hours in a Day","2002M06","Shannon airport","Number","10.7"
"Most Sunshine Hours in a Day","2002M07","Shannon airport","Number","11.8"
"Most Sunshine Hours in a Day","2002M08","Shannon airport","Number","12.4"
"Most Sunshine Hours in a Day","2002M09","Shannon airport","Number","10.4"
"Most Sunshine Hours in a Day","2002M10","Shannon airport","Number","9.6"
"Most Sunshine Hours in a Day","2002M11","Shannon airport","Number","7.7"
"Most Sunshine Hours in a Day","2002M12","Shannon airport","Number","6"
"Most Sunshine Hours in a Day","2003M01","Shannon airport","Number","7.1"
"Most Sunshine Hours in a Day","2003M02","Shannon airport","Number","8.2"
"Most Sunshine Hours in a Day","2003M03","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2003M04","Shannon airport","Number","12.4"
"Most Sunshine Hours in a Day","2003M05","Shannon airport","Number","12.3"
"Most Sunshine Hours in a Day","2003M06","Shannon airport","Number","13.7"
"Most Sunshine Hours in a Day","2003M07","Shannon airport","Number","9"
"Most Sunshine Hours in a Day","2003M08","Shannon airport","Number","14"
"Most Sunshine Hours in a Day","2003M09","Shannon airport","Number","10.8"
"Most Sunshine Hours in a Day","2003M10","Shannon airport","Number","9.6"
"Most Sunshine Hours in a Day","2003M11","Shannon airport","Number","6.6"
"Most Sunshine Hours in a Day","2003M12","Shannon airport","Number","5.1"
"Most Sunshine Hours in a Day","2004M01","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","2004M02","Shannon airport","Number","10.2"
"Most Sunshine Hours in a Day","2004M03","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","2004M04","Shannon airport","Number","13.5"
"Most Sunshine Hours in a Day","2004M05","Shannon airport","Number","13.6"
"Most Sunshine Hours in a Day","2004M06","Shannon airport","Number","14.2"
"Most Sunshine Hours in a Day","2004M07","Shannon airport","Number","11.2"
"Most Sunshine Hours in a Day","2004M08","Shannon airport","Number","10.2"
"Most Sunshine Hours in a Day","2004M09","Shannon airport","Number","11.1"
"Most Sunshine Hours in a Day","2004M10","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","2004M11","Shannon airport","Number","5.6"
"Most Sunshine Hours in a Day","2004M12","Shannon airport","Number","6.4"
"Most Sunshine Hours in a Day","2005M01","Shannon airport","Number","8"
"Most Sunshine Hours in a Day","2005M02","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","2005M03","Shannon airport","Number","9.9"
"Most Sunshine Hours in a Day","2005M04","Shannon airport","Number","11.5"
"Most Sunshine Hours in a Day","2005M05","Shannon airport","Number","13.5"
"Most Sunshine Hours in a Day","2005M06","Shannon airport","Number","15.3"
"Most Sunshine Hours in a Day","2005M07","Shannon airport","Number","14.4"
"Most Sunshine Hours in a Day","2005M08","Shannon airport","Number","11.5"
"Most Sunshine Hours in a Day","2005M09","Shannon airport","Number","9.8"
"Most Sunshine Hours in a Day","2005M10","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","2005M11","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","2005M12","Shannon airport","Number","6.3"
"Most Sunshine Hours in a Day","2006M01","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","2006M02","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","2006M03","Shannon airport","Number","10.2"
"Most Sunshine Hours in a Day","2006M04","Shannon airport","Number","12.6"
"Most Sunshine Hours in a Day","2006M05","Shannon airport","Number","14.2"
"Most Sunshine Hours in a Day","2006M06","Shannon airport","Number","15.3"
"Most Sunshine Hours in a Day","2006M07","Shannon airport","Number","14.8"
"Most Sunshine Hours in a Day","2006M08","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","2006M09","Shannon airport","Number","11.3"
"Most Sunshine Hours in a Day","2006M10","Shannon airport","Number","9.8"
"Most Sunshine Hours in a Day","2006M11","Shannon airport","Number","8.1"
"Most Sunshine Hours in a Day","2006M12","Shannon airport","Number","5.8"
"Most Sunshine Hours in a Day","2007M01","Shannon airport","Number","7.5"
"Most Sunshine Hours in a Day","2007M02","Shannon airport","Number","7.7"
"Most Sunshine Hours in a Day","2007M03","Shannon airport","Number","11"
"Most Sunshine Hours in a Day","2007M04","Shannon airport","Number","13.6"
"Most Sunshine Hours in a Day","2007M05","Shannon airport","Number","13.9"
"Most Sunshine Hours in a Day","2007M06","Shannon airport","Number","14.8"
"Most Sunshine Hours in a Day","2007M07","Shannon airport","Number","14"
"Most Sunshine Hours in a Day","2007M08","Shannon airport","Number","11.8"
"Most Sunshine Hours in a Day","2007M09","Shannon airport","Number","12.2"
"Most Sunshine Hours in a Day","2007M10","Shannon airport","Number","8.6"
"Most Sunshine Hours in a Day","2007M11","Shannon airport","Number","7.5"
"Most Sunshine Hours in a Day","2007M12","Shannon airport","Number","5.7"
"Most Sunshine Hours in a Day","2008M01","Shannon airport","Number","6.1"
"Most Sunshine Hours in a Day","2008M02","Shannon airport","Number","8.8"
"Most Sunshine Hours in a Day","2008M03","Shannon airport","Number","9.9"
"Most Sunshine Hours in a Day","2008M04","Shannon airport","Number","12.7"
"Most Sunshine Hours in a Day","2008M05","Shannon airport","Number","14.6"
"Most Sunshine Hours in a Day","2008M06","Shannon airport","Number","13.4"
"Most Sunshine Hours in a Day","2008M07","Shannon airport","Number","11.5"
"Most Sunshine Hours in a Day","2008M08","Shannon airport","Number","10.6"
"Most Sunshine Hours in a Day","2008M09","Shannon airport","Number","10.6"
"Most Sunshine Hours in a Day","2008M10","Shannon airport","Number","10.1"
"Most Sunshine Hours in a Day","2008M11","Shannon airport","Number","6.9"
"Most Sunshine Hours in a Day","2008M12","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","2009M01","Shannon airport","Number","7.1"
"Most Sunshine Hours in a Day","2009M02","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","2009M03","Shannon airport","Number","10.3"
"Most Sunshine Hours in a Day","2009M04","Shannon airport","Number","13.6"
"Most Sunshine Hours in a Day","2009M05","Shannon airport","Number","15"
"Most Sunshine Hours in a Day","2009M06","Shannon airport","Number","15.3"
"Most Sunshine Hours in a Day","2009M07","Shannon airport","Number","12.5"
"Most Sunshine Hours in a Day","2009M08","Shannon airport","Number","11.3"
"Most Sunshine Hours in a Day","2009M09","Shannon airport","Number","11.2"
"Most Sunshine Hours in a Day","2009M10","Shannon airport","Number","9.7"
"Most Sunshine Hours in a Day","2009M11","Shannon airport","Number","7.8"
"Most Sunshine Hours in a Day","2009M12","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","2010M01","Shannon airport","Number","7.5"
"Most Sunshine Hours in a Day","2010M02","Shannon airport","Number","8.2"
"Most Sunshine Hours in a Day","2010M03","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2010M04","Shannon airport","Number","12.7"
"Most Sunshine Hours in a Day","2010M05","Shannon airport","Number","15.6"
"Most Sunshine Hours in a Day","2010M06","Shannon airport","Number","15.8"
"Most Sunshine Hours in a Day","2010M07","Shannon airport","Number","10.1"
"Most Sunshine Hours in a Day","2010M08","Shannon airport","Number","12.3"
"Most Sunshine Hours in a Day","2010M09","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2010M10","Shannon airport","Number","9.4"
"Most Sunshine Hours in a Day","2010M11","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","2010M12","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","2011M01","Shannon airport","Number","7.4"
"Most Sunshine Hours in a Day","2011M02","Shannon airport","Number","7.8"
"Most Sunshine Hours in a Day","2011M03","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2011M04","Shannon airport","Number","13.4"
"Most Sunshine Hours in a Day","2011M05","Shannon airport","Number","11.5"
"Most Sunshine Hours in a Day","2011M06","Shannon airport","Number","15.1"
"Most Sunshine Hours in a Day","2011M07","Shannon airport","Number","10.7"
"Most Sunshine Hours in a Day","2011M08","Shannon airport","Number","11.6"
"Most Sunshine Hours in a Day","2011M09","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","2011M10","Shannon airport","Number","8.1"
"Most Sunshine Hours in a Day","2011M11","Shannon airport","Number","7.9"
"Most Sunshine Hours in a Day","2011M12","Shannon airport","Number","5"
"Most Sunshine Hours in a Day","2012M01","Shannon airport","Number","3.2"
"Most Sunshine Hours in a Day","2012M02","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","2012M03","Shannon airport","Number","11.4"
"Most Sunshine Hours in a Day","2012M04","Shannon airport","Number","11.9"
"Most Sunshine Hours in a Day","2012M05","Shannon airport","Number","15.5"
"Most Sunshine Hours in a Day","2012M06","Shannon airport","Number","14"
"Most Sunshine Hours in a Day","2012M07","Shannon airport","Number","14"
"Most Sunshine Hours in a Day","2012M08","Shannon airport","Number","14"
"Most Sunshine Hours in a Day","2012M09","Shannon airport","Number","11.3"
"Most Sunshine Hours in a Day","2012M10","Shannon airport","Number","8.6"
"Most Sunshine Hours in a Day","2012M11","Shannon airport","Number","7.5"
"Most Sunshine Hours in a Day","2012M12","Shannon airport","Number","6.5"
"Most Sunshine Hours in a Day","2013M01","Shannon airport","Number","5.8"
"Most Sunshine Hours in a Day","2013M02","Shannon airport","Number","9.6"
"Most Sunshine Hours in a Day","2013M03","Shannon airport","Number","9"
"Most Sunshine Hours in a Day","2013M04","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","2013M05","Shannon airport","Number","11.8"
"Most Sunshine Hours in a Day","2013M06","Shannon airport","Number","15.3"
"Most Sunshine Hours in a Day","2013M07","Shannon airport","Number","14.9"
"Most Sunshine Hours in a Day","2013M08","Shannon airport","Number","8.8"
"Most Sunshine Hours in a Day","2013M09","Shannon airport","Number","12.2"
"Most Sunshine Hours in a Day","2013M10","Shannon airport","Number","9.2"
"Most Sunshine Hours in a Day","2013M11","Shannon airport","Number","7.2"
"Most Sunshine Hours in a Day","2013M12","Shannon airport","Number","5.4"
"Most Sunshine Hours in a Day","2014M01","Shannon airport","Number","5.3"
"Most Sunshine Hours in a Day","2014M02","Shannon airport","Number","7.4"
"Most Sunshine Hours in a Day","2014M03","Shannon airport","Number","10"
"Most Sunshine Hours in a Day","2014M04","Shannon airport","Number","13.6"
"Most Sunshine Hours in a Day","2014M05","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","2014M06","Shannon airport","Number","14.5"
"Most Sunshine Hours in a Day","2014M07","Shannon airport","Number","12.7"
"Most Sunshine Hours in a Day","2014M08","Shannon airport","Number","11.2"
"Most Sunshine Hours in a Day","2014M09","Shannon airport","Number","10.8"
"Most Sunshine Hours in a Day","2014M10","Shannon airport","Number","8.3"
"Most Sunshine Hours in a Day","2014M11","Shannon airport","Number","6.7"
"Most Sunshine Hours in a Day","2014M12","Shannon airport","Number","7"
"Most Sunshine Hours in a Day","2015M01","Shannon airport","Number","7.2"
"Most Sunshine Hours in a Day","2015M02","Shannon airport","Number","8.5"
"Most Sunshine Hours in a Day","2015M03","Shannon airport","Number","10.2"
"Most Sunshine Hours in a Day","2015M04","Shannon airport","Number","13.3"
"Most Sunshine Hours in a Day","2015M05","Shannon airport","Number","12.8"
"Most Sunshine Hours in a Day","2015M06","Shannon airport","Number","15.4"
"Most Sunshine Hours in a Day","2015M07","Shannon airport","Number","12.8"
"Most Sunshine Hours in a Day","2015M08","Shannon airport","Number","12.1"
"Most Sunshine Hours in a Day","2015M09","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","2015M10","Shannon airport","Number","7.5"
"Most Sunshine Hours in a Day","2015M11","Shannon airport","Number","5.6"
"Most Sunshine Hours in a Day","2015M12","Shannon airport","Number","5.5"
"Most Sunshine Hours in a Day","2016M01","Shannon airport","Number","6"
"Most Sunshine Hours in a Day","2016M02","Shannon airport","Number","9.4"
"Most Sunshine Hours in a Day","2016M03","Shannon airport","Number","10.1"
"Most Sunshine Hours in a Day","2016M04","Shannon airport","Number","13.2"
"Most Sunshine Hours in a Day","2016M05","Shannon airport","Number","15.2"
"Most Sunshine Hours in a Day","2016M06","Shannon airport","Number","14.8"
"Most Sunshine Hours in a Day","2016M07","Shannon airport","Number","12.1"
"Most Sunshine Hours in a Day","2016M08","Shannon airport","Number","13.7"
"Most Sunshine Hours in a Day","2016M09","Shannon airport","Number","8.9"
"Most Sunshine Hours in a Day","2016M10","Shannon airport","Number","8.7"
"Most Sunshine Hours in a Day","2016M11","Shannon airport","Number","7.9"
"Most Sunshine Hours in a Day","2016M12","Shannon airport","Number","6.5"
"Most Sunshine Hours in a Day","2017M01","Shannon airport","Number","7.7"
"Most Sunshine Hours in a Day","2017M02","Shannon airport","Number","5.7"
"Most Sunshine Hours in a Day","2017M03","Shannon airport","Number","11"
"Most Sunshine Hours in a Day","2017M04","Shannon airport","Number","12"
"Most Sunshine Hours in a Day","2017M05","Shannon airport","Number","13.7"
"Most Sunshine Hours in a Day","2017M06","Shannon airport","Number","15.1"
"Most Sunshine Hours in a Day","2017M07","Shannon airport","Number","14.9"
"Most Sunshine Hours in a Day","2017M08","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2017M09","Shannon airport","Number","12.1"
"Most Sunshine Hours in a Day","2017M10","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","2017M11","Shannon airport","Number","7.3"
"Most Sunshine Hours in a Day","2017M12","Shannon airport","Number","6.6"
"Most Sunshine Hours in a Day","2018M01","Shannon airport","Number","6.3"
"Most Sunshine Hours in a Day","2018M02","Shannon airport","Number","7.7"
"Most Sunshine Hours in a Day","2018M03","Shannon airport","Number","10.1"
"Most Sunshine Hours in a Day","2018M04","Shannon airport","Number","13.3"
"Most Sunshine Hours in a Day","2018M05","Shannon airport","Number","15.1"
"Most Sunshine Hours in a Day","2018M06","Shannon airport","Number","15.5"
"Most Sunshine Hours in a Day","2018M07","Shannon airport","Number","15.3"
"Most Sunshine Hours in a Day","2018M08","Shannon airport","Number","10.1"
"Most Sunshine Hours in a Day","2018M09","Shannon airport","Number","10.1"
"Most Sunshine Hours in a Day","2018M10","Shannon airport","Number","9.2"
"Most Sunshine Hours in a Day","2018M11","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","2018M12","Shannon airport","Number","5.1"
"Most Sunshine Hours in a Day","2019M01","Shannon airport","Number","6.3"
"Most Sunshine Hours in a Day","2019M02","Shannon airport","Number","8.5"
"Most Sunshine Hours in a Day","2019M03","Shannon airport","Number","11.5"
"Most Sunshine Hours in a Day","2019M04","Shannon airport","Number",""
"Most Sunshine Hours in a Day","2019M05","Shannon airport","Number","14.6"
"Most Sunshine Hours in a Day","2019M06","Shannon airport","Number","12.6"
"Most Sunshine Hours in a Day","2019M07","Shannon airport","Number",""
"Most Sunshine Hours in a Day","2019M08","Shannon airport","Number","9.3"
"Most Sunshine Hours in a Day","2019M09","Shannon airport","Number","11.2"
"Most Sunshine Hours in a Day","2019M10","Shannon airport","Number","9.2"
"Most Sunshine Hours in a Day","2019M11","Shannon airport","Number","8"
"Most Sunshine Hours in a Day","2019M12","Shannon airport","Number","6.3"
"Most Sunshine Hours in a Day","2020M01","Shannon airport","Number","7.6"
"Most Sunshine Hours in a Day","2020M02","Shannon airport","Number","7.1"
"Most Sunshine Hours in a Day","2020M03","Shannon airport","Number","11.1"
"Most Sunshine Hours in a Day","2020M04","Shannon airport","Number","13"
"Most Sunshine Hours in a Day","2020M05","Shannon airport","Number","14.8"
"Most Sunshine Hours in a Day","2020M06","Shannon airport","Number","13.7"
"Most Sunshine Hours in a Day","2020M07","Shannon airport","Number","13.7"
"Most Sunshine Hours in a Day","2020M08","Shannon airport","Number","11.4"
"Most Sunshine Hours in a Day","2020M09","Shannon airport","Number","10.5"
"Most Sunshine Hours in a Day","2020M10","Shannon airport","Number","8.9"
"Most Sunshine Hours in a Day","2020M11","Shannon airport","Number","6.9"
"Most Sunshine Hours in a Day","2020M12","Shannon airport","Number","5.1"
"Most Sunshine Hours in a Day","2021M01","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","2021M02","Shannon airport","Number","8.4"
"Most Sunshine Hours in a Day","2021M03","Shannon airport","Number","10"
"Most Sunshine Hours in a Day","2021M04","Shannon airport","Number","13.8"
"Most Sunshine Hours in a Day","2021M05","Shannon airport","Number","15"
"Most Sunshine Hours in a Day","2021M06","Shannon airport","Number","13.3"
"Most Sunshine Hours in a Day","2021M07","Shannon airport","Number","14.5"
"Most Sunshine Hours in a Day","2021M08","Shannon airport","Number","13.2"
"Most Sunshine Hours in a Day","2021M09","Shannon airport","Number","9.8"
"Most Sunshine Hours in a Day","2021M10","Shannon airport","Number","9.2"
"Most Sunshine Hours in a Day","2021M11","Shannon airport","Number","7.9"
"Most Sunshine Hours in a Day","2021M12","Shannon airport","Number","6.8"
"Most Sunshine Hours in a Day","2022M01","Shannon airport","Number","7.2"
"Most Sunshine Hours in a Day","2022M02","Shannon airport","Number","7.9"
"Most Sunshine Hours in a Day","2022M03","Shannon airport","Number","10.4"
